sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Basilicata,2021-01-20,-33.0,-4.0,-16.0,-46.0,-27.0,9.0
Basilicata,2021-01-21,-31.0,-2.0,-11.0,-44.0,-25.0,9.0
Basilicata,2021-01-22,-35.0,-1.0,-17.0,-48.0,-28.0,10.0
Basilicata,2021-01-23,-42.0,-4.0,-34.0,-57.0,-32.0,12.0
Basilicata,2021-01-24,-56.0,-37.0,-45.0,-57.0,-25.0,11.0
Basilicata,2021-01-25,-33.0,-5.0,-18.0,-54.0,-27.0,9.0
Basilicata,2021-01-26,-33.0,-6.0,-13.0,-50.0,-26.0,9.0
Basilicata,2021-01-27,-31.0,-1.0,-14.0,-46.0,-26.0,9.0
Basilicata,2021-01-28,-28.0,2.0,-6.0,-46.0,-23.0,9.0
Basilicata,2021-01-29,-31.0,3.0,-15.0,-48.0,-26.0,9.0
Basilicata,2021-01-30,-33.0,2.0,-4.0,-38.0,-27.0,8.0
Basilicata,2021-01-31,-47.0,-30.0,-31.0,-50.0,-17.0,9.0
Basilicata,2021-02-01,-30.0,0.0,-11.0,-45.0,-23.0,7.0
Basilicata,2021-02-02,-27.0,1.0,0.0,-43.0,-21.0,7.0
Basilicata,2021-02-03,-26.0,3.0,8.0,-35.0,-21.0,6.0
Basilicata,2021-02-04,-26.0,6.0,9.0,-40.0,-20.0,6.0
Basilicata,2021-02-05,-29.0,6.0,0.0,-37.0,-23.0,6.0
Basilicata,2021-02-06,-32.0,3.0,5.0,-41.0,-24.0,7.0
Basilicata,2021-02-07,-42.0,-27.0,-4.0,-44.0,-18.0,7.0
Basilicata,2021-02-08,-29.0,2.0,-5.0,-45.0,-25.0,7.0
Basilicata,2021-02-09,-29.0,0.0,-8.0,-45.0,-25.0,9.0
Basilicata,2021-02-10,-31.0,2.0,-15.0,-43.0,-24.0,8.0
Basilicata,2021-02-11,-24.0,14.0,3.0,-39.0,-21.0,7.0
Basilicata,2021-02-12,-31.0,21.0,-22.0,-45.0,-25.0,8.0
Basilicata,2021-02-13,-51.0,-14.0,-55.0,-67.0,-39.0,17.0
Basilicata,2021-02-14,-54.0,-45.0,-43.0,-59.0,-29.0,14.0
Basilicata,2021-02-15,-39.0,-10.0,-28.0,-56.0,-34.0,14.0
Basilicata,2021-02-16,-28.0,2.0,-2.0,-43.0,-22.0,9.0
Basilicata,2021-02-17,-31.0,3.0,-11.0,-41.0,-19.0,8.0
Basilicata,2021-02-18,-27.0,5.0,-2.0,-39.0,-19.0,8.0
Basilicata,2021-02-19,-30.0,9.0,-6.0,-37.0,-22.0,7.0
Basilicata,2021-02-20,-30.0,8.0,11.0,-43.0,-22.0,7.0
Basilicata,2021-02-21,-35.0,-21.0,21.0,-34.0,-14.0,5.0
Basilicata,2021-02-22,-27.0,3.0,2.0,-42.0,-22.0,7.0
Basilicata,2021-02-23,-26.0,6.0,14.0,-39.0,-20.0,7.0
Basilicata,2021-02-24,-27.0,7.0,7.0,-35.0,-20.0,7.0
Basilicata,2021-02-25,-25.0,8.0,9.0,-36.0,-19.0,7.0
Basilicata,2021-02-26,-27.0,13.0,5.0,-36.0,-22.0,7.0
Basilicata,2021-02-27,-25.0,21.0,11.0,-27.0,-22.0,5.0
Basilicata,2021-02-28,-32.0,-8.0,13.0,-26.0,-11.0,4.0
Basilicata,2021-03-01,-53.0,-16.0,-35.0,-61.0,-33.0,13.0
Basilicata,2021-03-02,-50.0,-11.0,-23.0,-54.0,-32.0,13.0
Basilicata,2021-03-03,-48.0,-8.0,-22.0,-49.0,-32.0,12.0
Basilicata,2021-03-04,-46.0,-4.0,-25.0,-52.0,-31.0,13.0
Basilicata,2021-03-05,-48.0,-2.0,-31.0,-51.0,-33.0,13.0
Basilicata,2021-03-06,-58.0,-5.0,-47.0,-62.0,-38.0,16.0
Basilicata,2021-03-07,-68.0,-42.0,-46.0,-56.0,-31.0,15.0
Basilicata,2021-03-08,-47.0,-11.0,-30.0,-57.0,-33.0,13.0
Basilicata,2021-03-09,-50.0,-11.0,-23.0,-55.0,-34.0,14.0
Basilicata,2021-03-10,-50.0,-6.0,-39.0,-55.0,-35.0,15.0
Basilicata,2021-03-11,-48.0,-4.0,-27.0,-51.0,-32.0,13.0
Basilicata,2021-03-12,-50.0,-2.0,-35.0,-51.0,-35.0,14.0
Basilicata,2021-03-13,-54.0,-1.0,-41.0,-56.0,-37.0,15.0
Basilicata,2021-03-14,-65.0,-39.0,-41.0,-55.0,-28.0,13.0
Basilicata,2021-03-15,-49.0,-13.0,-36.0,-56.0,-34.0,14.0
Basilicata,2021-03-16,-37.0,-1.0,-10.0,-46.0,-29.0,11.0
Basilicata,2021-03-17,-38.0,4.0,-16.0,-47.0,-30.0,11.0
Basilicata,2021-03-18,-38.0,2.0,-21.0,-48.0,-28.0,12.0
Basilicata,2021-03-19,-37.0,2.0,-28.0,-46.0,-31.0,12.0
Basilicata,2021-03-20,-55.0,-9.0,-55.0,-59.0,-41.0,18.0
Basilicata,2021-03-21,-64.0,-39.0,-54.0,-53.0,-29.0,15.0
Basilicata,2021-03-22,-41.0,-3.0,-24.0,-53.0,-31.0,13.0
Basilicata,2021-03-23,-41.0,-6.0,-25.0,-55.0,-31.0,13.0
Basilicata,2021-03-24,-37.0,6.0,-18.0,-47.0,-29.0,12.0
Basilicata,2021-03-25,-35.0,9.0,-11.0,-47.0,-27.0,12.0
Basilicata,2021-03-26,-34.0,13.0,-6.0,-42.0,-29.0,11.0
Basilicata,2021-03-27,-36.0,15.0,-3.0,-48.0,-30.0,10.0
Basilicata,2021-03-28,-44.0,-25.0,15.0,-32.0,-11.0,7.0
Basilicata,2021-03-29,-30.0,8.0,4.0,-48.0,-28.0,9.0
Basilicata,2021-03-30,-27.0,12.0,23.0,-42.0,-26.0,8.0
Basilicata,2021-03-31,-25.0,22.0,19.0,-40.0,-26.0,8.0
Basilicata,2021-04-01,-19.0,34.0,34.0,-35.0,-25.0,7.0
Basilicata,2021-04-02,-20.0,46.0,19.0,-33.0,-33.0,9.0
Basilicata,2021-04-03,-51.0,11.0,-35.0,-56.0,-42.0,15.0
Basilicata,2021-04-04,-71.0,-70.0,-43.0,-62.0,-26.0,12.0
Basilicata,2021-04-05,-70.0,-60.0,-3.0,-65.0,-73.0,19.0
Basilicata,2021-04-06,-29.0,8.0,8.0,-38.0,-31.0,10.0
Basilicata,2021-04-07,-37.0,4.0,-27.0,-38.0,-24.0,11.0
Basilicata,2021-04-08,-29.0,15.0,-2.0,-35.0,-20.0,9.0
Basilicata,2021-04-09,-29.0,16.0,9.0,-21.0,-23.0,8.0
Basilicata,2021-04-10,-34.0,10.0,5.0,-23.0,-23.0,8.0
Basilicata,2021-04-11,-47.0,-23.0,3.0,-22.0,-18.0,8.0
Basilicata,2021-04-12,-30.0,8.0,-6.0,-16.0,-20.0,7.0
Basilicata,2021-04-13,-29.0,9.0,6.0,-19.0,-18.0,8.0
Basilicata,2021-04-14,-31.0,10.0,-3.0,-14.0,-20.0,7.0
Basilicata,2021-04-15,-30.0,12.0,-1.0,-19.0,-17.0,8.0
Basilicata,2021-04-16,-38.0,7.0,-31.0,-23.0,-23.0,10.0
Basilicata,2021-04-17,-38.0,11.0,-21.0,-28.0,-23.0,11.0
Basilicata,2021-04-18,-52.0,-22.0,-29.0,-32.0,-22.0,11.0
Basilicata,2021-04-19,-33.0,5.0,-17.0,-28.0,-20.0,9.0
Basilicata,2021-04-20,-30.0,7.0,2.0,-22.0,-17.0,8.0
Basilicata,2021-04-21,-26.0,13.0,13.0,-18.0,-17.0,7.0
Basilicata,2021-04-22,-34.0,6.0,-28.0,-34.0,-17.0,10.0
Basilicata,2021-04-23,-35.0,12.0,-23.0,-23.0,-21.0,10.0
Basilicata,2021-04-24,-36.0,15.0,-12.0,-18.0,-22.0,10.0
Basilicata,2021-04-25,-37.0,-23.0,35.0,-9.0,-14.0,6.0
Basilicata,2021-04-26,-27.0,9.0,10.0,-15.0,-16.0,6.0
Basilicata,2021-04-27,-24.0,13.0,23.0,-10.0,-13.0,6.0
Basilicata,2021-04-28,-23.0,17.0,24.0,-4.0,-15.0,5.0
Basilicata,2021-04-29,-22.0,20.0,22.0,-4.0,-13.0,5.0
Basilicata,2021-04-30,-20.0,35.0,23.0,2.0,-19.0,5.0
Basilicata,2021-05-01,-52.0,-28.0,8.0,-34.0,-50.0,13.0
Basilicata,2021-05-02,-35.0,-8.0,30.0,-8.0,-16.0,5.0
Basilicata,2021-05-03,-21.0,22.0,11.0,-10.0,-16.0,5.0
Basilicata,2021-05-04,-20.0,18.0,27.0,-9.0,-14.0,6.0
Basilicata,2021-05-05,-22.0,21.0,16.0,-5.0,-16.0,6.0
Basilicata,2021-05-06,-20.0,20.0,23.0,-5.0,-12.0,5.0
Basilicata,2021-05-07,-23.0,22.0,17.0,-7.0,-17.0,6.0
Basilicata,2021-05-08,-27.0,18.0,16.0,-13.0,-17.0,6.0
Basilicata,2021-05-09,-26.0,-4.0,43.0,0.0,-8.0,3.0
Basilicata,2021-05-10,-16.0,15.0,30.0,-5.0,-13.0,4.0
Basilicata,2021-05-11,-15.0,16.0,36.0,-9.0,-10.0,4.0
Basilicata,2021-05-12,-17.0,20.0,22.0,4.0,-11.0,4.0
Basilicata,2021-05-13,-16.0,21.0,19.0,4.0,-10.0,4.0
Basilicata,2021-05-14,-19.0,20.0,15.0,9.0,-13.0,4.0
Basilicata,2021-05-15,-22.0,19.0,16.0,1.0,-16.0,6.0
Basilicata,2021-05-16,-19.0,-7.0,61.0,13.0,-10.0,2.0
Basilicata,2021-05-17,-15.0,17.0,31.0,-1.0,-10.0,3.0
Basilicata,2021-05-18,-11.0,19.0,47.0,3.0,-7.0,3.0
Basilicata,2021-05-19,-12.0,21.0,30.0,0.0,-9.0,3.0
Basilicata,2021-05-20,-11.0,23.0,21.0,0.0,-7.0,4.0
Basilicata,2021-05-21,-12.0,25.0,34.0,2.0,-10.0,3.0
Basilicata,2021-05-22,-13.0,18.0,37.0,3.0,-9.0,2.0
Basilicata,2021-05-23,-9.0,5.0,64.0,9.0,-4.0,0.0
Basilicata,2021-05-24,-10.0,18.0,31.0,-5.0,-8.0,3.0
Basilicata,2021-05-25,-7.0,18.0,50.0,-2.0,-6.0,2.0
Basilicata,2021-05-26,-6.0,24.0,41.0,3.0,-8.0,2.0
Basilicata,2021-05-27,-4.0,27.0,45.0,-1.0,-7.0,2.0
Basilicata,2021-05-28,-5.0,29.0,50.0,6.0,-11.0,2.0
Basilicata,2021-05-29,-6.0,24.0,65.0,25.0,-12.0,1.0
Basilicata,2021-05-30,-8.0,18.0,68.0,7.0,-8.0,2.0
Basilicata,2021-05-31,-1.0,30.0,70.0,3.0,-11.0,2.0
Basilicata,2021-06-01,11.0,44.0,100.0,14.0,-11.0,0.0
Basilicata,2021-06-02,-8.0,-16.0,183.0,-2.0,-64.0,8.0
Basilicata,2021-06-03,5.0,41.0,73.0,17.0,-8.0,1.0
Basilicata,2021-06-04,0.0,35.0,65.0,14.0,-12.0,2.0
Basilicata,2021-06-05,-4.0,24.0,60.0,13.0,-10.0,1.0
Basilicata,2021-06-06,-2.0,11.0,76.0,21.0,-5.0,-1.0
Basilicata,2021-06-07,-2.0,28.0,45.0,-2.0,-10.0,2.0
Basilicata,2021-06-08,0.0,27.0,64.0,2.0,-9.0,3.0
Basilicata,2021-06-09,2.0,31.0,57.0,10.0,-11.0,2.0
Basilicata,2021-06-10,5.0,31.0,62.0,8.0,-10.0,2.0
Basilicata,2021-06-11,-1.0,29.0,45.0,8.0,-13.0,2.0
Basilicata,2021-06-12,-5.0,20.0,51.0,-1.0,-21.0,2.0
Basilicata,2021-06-13,6.0,10.0,84.0,17.0,-2.0,-4.0
Basilicata,2021-06-14,1.0,24.0,72.0,-1.0,-20.0,1.0
Basilicata,2021-06-15,6.0,26.0,89.0,0.0,-18.0,2.0
Basilicata,2021-06-16,3.0,29.0,80.0,7.0,-19.0,1.0
Basilicata,2021-06-17,5.0,26.0,84.0,5.0,-19.0,1.0
Basilicata,2021-06-18,-2.0,24.0,78.0,7.0,-24.0,1.0
Basilicata,2021-06-19,-7.0,11.0,72.0,8.0,-24.0,-1.0
Basilicata,2021-06-20,-7.0,1.0,82.0,15.0,-10.0,-5.0
Basilicata,2021-06-21,0.0,21.0,95.0,1.0,-23.0,0.0
Basilicata,2021-06-22,5.0,21.0,109.0,5.0,-20.0,0.0
Basilicata,2021-06-23,4.0,25.0,94.0,4.0,-21.0,0.0
Basilicata,2021-06-24,9.0,27.0,103.0,3.0,-20.0,0.0
Basilicata,2021-06-25,5.0,28.0,100.0,4.0,-25.0,0.0
Basilicata,2021-06-26,-7.0,17.0,77.0,7.0,-24.0,-2.0
Basilicata,2021-06-27,3.0,8.0,108.0,16.0,-8.0,-7.0
Basilicata,2021-06-28,6.0,27.0,105.0,-11.0,-26.0,0.0
Basilicata,2021-06-29,7.0,21.0,118.0,-9.0,-26.0,0.0
Basilicata,2021-06-30,9.0,30.0,114.0,1.0,-23.0,-2.0
Basilicata,2021-07-01,14.0,33.0,128.0,5.0,-22.0,-1.0
Basilicata,2021-07-02,2.0,24.0,120.0,4.0,-31.0,0.0
Basilicata,2021-07-03,-2.0,16.0,104.0,-1.0,-27.0,-2.0
Basilicata,2021-07-04,7.0,14.0,127.0,19.0,-6.0,-8.0
Basilicata,2021-07-05,10.0,33.0,134.0,3.0,-22.0,-1.0
Basilicata,2021-07-06,14.0,29.0,148.0,3.0,-20.0,-2.0
Basilicata,2021-07-07,9.0,30.0,142.0,10.0,-21.0,-1.0
Basilicata,2021-07-08,13.0,28.0,136.0,4.0,-20.0,-1.0
Basilicata,2021-07-09,9.0,28.0,122.0,2.0,-24.0,-1.0
Basilicata,2021-07-10,2.0,20.0,117.0,-1.0,-25.0,-4.0
Basilicata,2021-07-11,9.0,22.0,119.0,26.0,1.0,-7.0
Basilicata,2021-07-12,11.0,25.0,167.0,8.0,-22.0,-1.0
Basilicata,2021-07-13,14.0,28.0,166.0,2.0,-21.0,-1.0
Basilicata,2021-07-14,16.0,33.0,158.0,9.0,-22.0,-1.0
Basilicata,2021-07-15,20.0,34.0,160.0,8.0,-20.0,-1.0
Basilicata,2021-07-16,14.0,30.0,145.0,12.0,-25.0,-1.0
Basilicata,2021-07-17,-3.0,21.0,82.0,-8.0,-25.0,1.0
Basilicata,2021-07-18,5.0,23.0,102.0,12.0,-3.0,-1.0
Basilicata,2021-07-19,14.0,38.0,145.0,0.0,-24.0,2.0
Basilicata,2021-07-20,21.0,34.0,199.0,16.0,-19.0,0.0
Basilicata,2021-07-21,20.0,33.0,182.0,14.0,-19.0,-2.0
Basilicata,2021-07-22,22.0,35.0,177.0,15.0,-18.0,-2.0
Basilicata,2021-07-23,15.0,33.0,162.0,13.0,-22.0,-2.0
Basilicata,2021-07-24,7.0,20.0,139.0,8.0,-23.0,-4.0
Basilicata,2021-07-25,21.0,23.0,165.0,29.0,1.0,-9.0
Basilicata,2021-07-26,20.0,33.0,191.0,8.0,-21.0,-2.0
Basilicata,2021-07-27,24.0,34.0,217.0,14.0,-19.0,-1.0
Basilicata,2021-07-28,25.0,40.0,196.0,16.0,-19.0,-1.0
Basilicata,2021-07-29,27.0,39.0,191.0,13.0,-18.0,-2.0
Basilicata,2021-07-30,22.0,38.0,177.0,12.0,-22.0,-1.0
Basilicata,2021-07-31,13.0,26.0,150.0,27.0,-21.0,-4.0
Basilicata,2021-08-01,31.0,35.0,188.0,43.0,3.0,-8.0
Basilicata,2021-08-02,34.0,47.0,233.0,16.0,-23.0,-1.0
Basilicata,2021-08-03,40.0,49.0,271.0,20.0,-21.0,-1.0
Basilicata,2021-08-04,39.0,48.0,245.0,20.0,-21.0,-1.0
Basilicata,2021-08-05,40.0,53.0,242.0,20.0,-21.0,-1.0
Basilicata,2021-08-06,34.0,51.0,227.0,27.0,-24.0,-1.0
Basilicata,2021-08-07,26.0,36.0,200.0,34.0,-20.0,-4.0
Basilicata,2021-08-08,50.0,49.0,259.0,62.0,12.0,-8.0
Basilicata,2021-08-09,55.0,62.0,354.0,30.0,-30.0,-1.0
Basilicata,2021-08-10,58.0,60.0,421.0,32.0,-29.0,-1.0
Basilicata,2021-08-11,59.0,67.0,386.0,43.0,-30.0,-1.0
Basilicata,2021-08-12,63.0,69.0,386.0,35.0,-30.0,-1.0
Basilicata,2021-08-13,52.0,70.0,344.0,36.0,-35.0,0.0
Basilicata,2021-08-14,37.0,58.0,263.0,36.0,-27.0,-2.0
Basilicata,2021-08-15,51.0,2.0,344.0,56.0,-2.0,-11.0
Basilicata,2021-08-16,64.0,55.0,468.0,37.0,-45.0,1.0
Basilicata,2021-08-17,71.0,64.0,510.0,40.0,-39.0,1.0
Basilicata,2021-08-18,67.0,67.0,448.0,44.0,-36.0,2.0
Basilicata,2021-08-19,67.0,66.0,437.0,42.0,-35.0,1.0
Basilicata,2021-08-20,44.0,57.0,323.0,29.0,-38.0,3.0
Basilicata,2021-08-21,34.0,36.0,247.0,36.0,-23.0,-2.0
Basilicata,2021-08-22,56.0,40.0,281.0,72.0,17.0,-7.0
Basilicata,2021-08-23,50.0,54.0,331.0,33.0,-25.0,0.0
Basilicata,2021-08-24,50.0,51.0,363.0,25.0,-23.0,0.0
Basilicata,2021-08-25,42.0,53.0,296.0,30.0,-24.0,1.0
Basilicata,2021-08-26,42.0,57.0,238.0,23.0,-24.0,3.0
Basilicata,2021-08-27,33.0,44.0,237.0,22.0,-25.0,1.0
Basilicata,2021-08-28,21.0,29.0,164.0,33.0,-18.0,-1.0
Basilicata,2021-08-29,33.0,35.0,178.0,45.0,16.0,-4.0
Basilicata,2021-08-30,31.0,43.0,204.0,17.0,-18.0,0.0
Basilicata,2021-08-31,30.0,41.0,215.0,17.0,-16.0,1.0
Basilicata,2021-09-01,27.0,44.0,193.0,23.0,-16.0,0.0
Basilicata,2021-09-02,27.0,43.0,177.0,19.0,-15.0,1.0
Basilicata,2021-09-03,20.0,38.0,164.0,19.0,-19.0,0.0
Basilicata,2021-09-04,7.0,28.0,92.0,8.0,-17.0,1.0
Basilicata,2021-09-05,21.0,30.0,120.0,39.0,12.0,-2.0
Basilicata,2021-09-06,18.0,38.0,142.0,13.0,-18.0,2.0
Basilicata,2021-09-07,25.0,37.0,186.0,19.0,-15.0,1.0
Basilicata,2021-09-08,19.0,38.0,137.0,20.0,-16.0,1.0
Basilicata,2021-09-09,23.0,41.0,155.0,24.0,-13.0,1.0
Basilicata,2021-09-10,18.0,34.0,151.0,20.0,-18.0,0.0
Basilicata,2021-09-11,6.0,30.0,81.0,7.0,-16.0,1.0
Basilicata,2021-09-12,26.0,30.0,132.0,48.0,17.0,-2.0
Basilicata,2021-09-13,21.0,40.0,130.0,27.0,-16.0,-1.0
Basilicata,2021-09-14,21.0,38.0,148.0,30.0,-14.0,0.0
Basilicata,2021-09-15,19.0,42.0,134.0,35.0,-15.0,-1.0
Basilicata,2021-09-16,17.0,35.0,124.0,25.0,-15.0,-1.0
Basilicata,2021-09-17,11.0,36.0,108.0,21.0,-19.0,0.0
Basilicata,2021-09-18,9.0,23.0,106.0,22.0,-15.0,-2.0
Basilicata,2021-09-19,20.0,14.0,133.0,41.0,14.0,-3.0
Basilicata,2021-09-20,12.0,32.0,103.0,13.0,-16.0,0.0
Basilicata,2021-09-21,14.0,32.0,114.0,18.0,-13.0,0.0
Basilicata,2021-09-22,11.0,34.0,83.0,17.0,-11.0,1.0
Basilicata,2021-09-23,15.0,35.0,94.0,23.0,-9.0,0.0
Basilicata,2021-09-24,12.0,33.0,93.0,22.0,-15.0,0.0
Basilicata,2021-09-25,6.0,21.0,85.0,32.0,-11.0,-2.0
Basilicata,2021-09-26,16.0,11.0,117.0,31.0,8.0,-3.0
Basilicata,2021-09-27,7.0,30.0,72.0,11.0,-10.0,1.0
Basilicata,2021-09-28,12.0,29.0,90.0,9.0,-9.0,1.0
Basilicata,2021-09-29,11.0,31.0,81.0,11.0,-10.0,0.0
Basilicata,2021-09-30,10.0,32.0,69.0,8.0,-7.0,1.0
Basilicata,2021-10-01,8.0,33.0,76.0,5.0,-12.0,0.0
Basilicata,2021-10-02,3.0,21.0,55.0,4.0,-11.0,0.0
Basilicata,2021-10-03,15.0,13.0,98.0,22.0,4.0,-2.0
Basilicata,2021-10-04,8.0,27.0,76.0,-3.0,-11.0,-1.0
Basilicata,2021-10-05,4.0,23.0,70.0,0.0,-11.0,2.0
Basilicata,2021-10-06,3.0,29.0,62.0,3.0,-10.0,1.0
Basilicata,2021-10-07,4.0,28.0,50.0,-1.0,-7.0,2.0
Basilicata,2021-10-08,-1.0,26.0,46.0,0.0,-13.0,2.0
Basilicata,2021-10-09,-4.0,23.0,23.0,-13.0,-14.0,2.0
Basilicata,2021-10-10,-17.0,0.0,-12.0,-22.0,-8.0,5.0
Basilicata,2021-10-11,0.0,23.0,43.0,-11.0,-13.0,2.0
Basilicata,2021-10-12,2.0,23.0,57.0,-5.0,-9.0,2.0
Basilicata,2021-10-13,0.0,28.0,39.0,-6.0,-10.0,2.0
Basilicata,2021-10-14,1.0,29.0,34.0,-7.0,-8.0,3.0
Basilicata,2021-10-15,-3.0,28.0,37.0,-3.0,-14.0,2.0
Basilicata,2021-10-16,-4.0,18.0,43.0,-3.0,-16.0,2.0
Basilicata,2021-10-17,5.0,7.0,78.0,9.0,-4.0,1.0
Basilicata,2021-10-18,-1.0,26.0,54.0,-3.0,-11.0,1.0
Basilicata,2021-10-19,3.0,24.0,67.0,-2.0,-7.0,1.0
Basilicata,2021-10-20,2.0,28.0,54.0,-1.0,-8.0,0.0
Basilicata,2021-10-21,2.0,24.0,50.0,1.0,-7.0,1.0
Basilicata,2021-10-22,-1.0,26.0,51.0,1.0,-12.0,1.0
Basilicata,2021-10-23,0.0,19.0,61.0,7.0,-13.0,0.0
Basilicata,2021-10-24,-2.0,11.0,48.0,0.0,-6.0,3.0
Basilicata,2021-10-25,-6.0,21.0,19.0,-10.0,-11.0,3.0
Basilicata,2021-10-26,1.0,24.0,52.0,-6.0,-7.0,2.0
Basilicata,2021-10-27,0.0,30.0,41.0,0.0,-8.0,1.0
Basilicata,2021-10-28,5.0,31.0,50.0,4.0,-6.0,0.0
Basilicata,2021-10-29,3.0,34.0,47.0,7.0,-12.0,0.0
Basilicata,2021-10-30,7.0,31.0,79.0,22.0,-15.0,-1.0
Basilicata,2021-10-31,37.0,31.0,180.0,37.0,-3.0,-3.0
Basilicata,2021-11-01,-2.0,-13.0,137.0,-23.0,-66.0,11.0
Basilicata,2021-11-02,4.0,34.0,69.0,-3.0,-23.0,2.0
Basilicata,2021-11-03,-2.0,32.0,33.0,0.0,-8.0,2.0
Basilicata,2021-11-04,1.0,29.0,41.0,1.0,-5.0,1.0
Basilicata,2021-11-05,-5.0,27.0,26.0,1.0,-10.0,2.0
Basilicata,2021-11-06,-7.0,22.0,11.0,-8.0,-14.0,4.0
Basilicata,2021-11-07,-1.0,10.0,54.0,5.0,-5.0,2.0
Basilicata,2021-11-08,-6.0,20.0,33.0,-10.0,-9.0,2.0
Basilicata,2021-11-09,-2.0,22.0,39.0,-9.0,-8.0,3.0
Basilicata,2021-11-10,-2.0,26.0,41.0,-3.0,-8.0,1.0
Basilicata,2021-11-11,-1.0,24.0,36.0,-2.0,-6.0,1.0
Basilicata,2021-11-12,-5.0,24.0,28.0,-2.0,-11.0,1.0
Basilicata,2021-11-13,-8.0,18.0,13.0,-9.0,-16.0,3.0
Basilicata,2021-11-14,2.0,12.0,61.0,9.0,-10.0,1.0
Basilicata,2021-11-15,-12.0,13.0,8.0,-13.0,-11.0,3.0
Basilicata,2021-11-16,1.0,23.0,40.0,-6.0,-7.0,2.0
Basilicata,2021-11-17,-3.0,26.0,32.0,-5.0,-9.0,1.0
Basilicata,2021-11-18,0.0,25.0,32.0,-3.0,-7.0,2.0
Basilicata,2021-11-19,-4.0,25.0,34.0,-5.0,-13.0,2.0
Basilicata,2021-11-20,-6.0,17.0,34.0,-6.0,-16.0,1.0
Basilicata,2021-11-21,0.0,6.0,60.0,0.0,-10.0,0.0
Basilicata,2021-11-22,-4.0,21.0,31.0,-9.0,-11.0,1.0
Basilicata,2021-11-23,-1.0,20.0,39.0,-7.0,-8.0,1.0
Basilicata,2021-11-24,-3.0,25.0,29.0,-4.0,-10.0,2.0
Basilicata,2021-11-25,1.0,24.0,35.0,-1.0,-7.0,1.0
Basilicata,2021-11-26,-7.0,22.0,2.0,-3.0,-13.0,3.0
Basilicata,2021-11-27,-7.0,24.0,-3.0,-3.0,-17.0,5.0
Basilicata,2021-11-28,-8.0,12.0,8.0,-13.0,-12.0,4.0
Basilicata,2021-11-29,-9.0,18.0,5.0,-11.0,-12.0,4.0
Basilicata,2021-11-30,-1.0,23.0,32.0,-8.0,-9.0,3.0
Basilicata,2021-12-01,0.0,29.0,30.0,-2.0,-9.0,2.0
Basilicata,2021-12-02,-1.0,27.0,18.0,-7.0,-7.0,2.0
Basilicata,2021-12-03,-8.0,24.0,1.0,-13.0,-13.0,5.0
Basilicata,2021-12-04,-4.0,23.0,24.0,3.0,-15.0,2.0
Basilicata,2021-12-05,-11.0,7.0,2.0,-21.0,-14.0,4.0
Basilicata,2021-12-06,-2.0,28.0,25.0,-13.0,-13.0,3.0
Basilicata,2021-12-07,9.0,43.0,55.0,-6.0,-10.0,1.0
Basilicata,2021-12-08,-15.0,-25.0,110.0,-38.0,-65.0,12.0
Basilicata,2021-12-09,-3.0,29.0,13.0,-13.0,-7.0,3.0
Basilicata,2021-12-10,-3.0,30.0,27.0,-7.0,-11.0,3.0
Basilicata,2021-12-11,-8.0,22.0,26.0,-5.0,-13.0,4.0
Basilicata,2021-12-12,-8.0,13.0,24.0,-2.0,-6.0,4.0
Basilicata,2021-12-13,0.0,28.0,33.0,-15.0,-8.0,2.0
Basilicata,2021-12-14,2.0,26.0,36.0,-12.0,-6.0,2.0
Basilicata,2021-12-15,2.0,34.0,35.0,-6.0,-7.0,1.0
Basilicata,2021-12-16,4.0,32.0,27.0,-13.0,-7.0,1.0
Basilicata,2021-12-17,-1.0,30.0,32.0,-6.0,-10.0,2.0
Basilicata,2021-12-18,-6.0,24.0,16.0,3.0,-13.0,2.0
Basilicata,2021-12-19,7.0,27.0,66.0,20.0,1.0,1.0
Basilicata,2021-12-20,11.0,40.0,47.0,-7.0,-8.0,0.0
Basilicata,2021-12-21,17.0,46.0,55.0,-2.0,-7.0,1.0
Basilicata,2021-12-22,20.0,61.0,57.0,10.0,-9.0,0.0
Basilicata,2021-12-23,34.0,87.0,85.0,18.0,-13.0,0.0
Basilicata,2021-12-24,13.0,73.0,70.0,-9.0,-48.0,7.0
Basilicata,2021-12-25,-46.0,-70.0,39.0,-43.0,-61.0,10.0
Basilicata,2021-12-26,-11.0,-10.0,74.0,4.0,-16.0,3.0
Basilicata,2021-12-27,18.0,44.0,122.0,-2.0,-33.0,6.0
Basilicata,2021-12-28,17.0,46.0,137.0,0.0,-30.0,7.0
Basilicata,2021-12-29,14.0,56.0,125.0,7.0,-32.0,7.0
Basilicata,2021-12-30,18.0,80.0,117.0,6.0,-33.0,7.0
Basilicata,2021-12-31,-3.0,66.0,94.0,-15.0,-50.0,11.0
Calabria,2021-01-01,-78.0,-84.0,-30.0,-77.0,-74.0,22.0
Calabria,2021-01-02,-61.0,-32.0,-52.0,-55.0,-46.0,19.0
Calabria,2021-01-03,-62.0,-34.0,-28.0,-43.0,-21.0,13.0
Calabria,2021-01-04,-11.0,25.0,6.0,-30.0,-35.0,10.0
